index,recno,RAJ2000,DEJ2000,Name,Comp,2MASS,Conf,l_Sep,Sep,PA,Date,Tech,r_Sep,DelMag,Filt,r_DelMag,pmRA,pmDE,r_pmRA,plx-DR2,e_plx-DR2,n_plx-DR2,epsi,sepsi,plx-lit,e_plx-lit,r_plx-lit,Gmag,BpRp,Vmag,Rmag,Imag,r_Vmag,Rtmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,n_Kmag,Mass,e_Mass,n_Mass,Memb,SimbadName
375,1,1.1519166666666665,-40.73408333333333,GJ 1001,A,00043643-4044020,A-BC,,18.2,259,2003,visdet,2004AJ....128.1733G,9.91,V,2019AJ....157..216W,677.72,-1505.11,2018A&A...616A...2L,81.2282,0.1139,,0.28,45.4,79.87,3.75,2014AJ....147...94D 1995gcts.book.....V,11.4995,2.7958,12.86,11.64,10.1,2006AJ....132.2360H,,8.601,0.021,8.043,0.031,7.737,0.04,,0.262,0.015,,s,GJ 1001
90,216,135.13524999999998,46.5863611111111,GJ 1119,,09003254+4635117,,,,,,,,,,,-472.86,-523.81,2018A&A...616A...2L,99.1286,0.0646,,0.19,16.2,99.6,1.71,2014ApJ...784..156D 1995gcts.book.....V,11.8005,3.1103,13.32,12.01,10.29,1996AJ....112.2300W,,8.604,0.023,8.031,0.018,7.741,0.02,,0.203,0.014,,s,GJ 1119
432,220,138.90166666666664,-10.596444444444442,LHS 6167,A,09153642-1035470,AB,,0.005,orb,2018,astorb,2018AJ....155..265H,1.43,i',2014ApJ...789..102J,-388.5,-206.57,2015AJ....149....5W,,,2p,,,103.33,1.0,2017AJ....154..151B,11.9686,3.4307,13.82,12.32,10.42,2015AJ....149....5W,,8.605,0.027,8.074,0.027,7.733,0.017,J,0.165,0.017,v,s,LHS 6167
296,254,163.0177083333333,13.997611111111109,GJ 403,,10520440+1359509,,,,,,,,,,,-1124.73,199.02,2018A&A...616A...2L,75.4576,0.0579,,0.16,9.23,76.39,1.87,2014ApJ...784..156D 2007A&A...464..787S 1995gcts.book.....V,11.4748,2.6928,12.72,11.54,10.06,2019AJ....157..216W,,8.607,0.023,8.064,0.021,7.795,0.026,,0.278,0.015,,s,GJ 403
42,23,15.83258333333333,62.36549999999999,GJ 51,B,01031971+6221557,AB,,294.9,076,1999,visdet,2012AJ....144..102T,2.35,Ks,2012AJ....144..102T,730.74,86.35,2018A&A...616A...2L,101.6371,0.0806,,0.19,12.6,100.59,1.44,1995gcts.book.....V 1995gcts.book.....V 2007A&A...474..653V,11.9238,3.3036,13.78,12.35,10.42,1996AJ....112.2300W,,8.611,0.027,8.014,0.023,7.718,0.02,,0.199,0.014,,s,GJ 51
395,229,145.70666666666665,-63.63224999999999,LHS 5156,,09424960-6337560,,,,,,,,,,,508.55,62.77,2018A&A...616A...2L,95.3655,0.0436,,0.22,21.7,95.15,1.17,2010AJ....140..897R,11.7713,3.0768,13.3,11.98,10.28,2010AJ....140..897R,,8.615,0.032,8.099,0.047,7.771,0.023,,0.21,0.014,,s,LHS 5156
214,7,3.9552083333333328,13.556194444444442,GJ 12,,00154919+1333218,,,,,,,,,,,618.0,329.31,2018A&A...616A...2L,81.8711,0.0866,,0.18,15.0,89.16,1.81,2014ApJ...784..156D 2010AJ....140..897R 2010A&A...514A..84S 1995gcts.book.....V,11.3963,2.6054,12.61,11.46,10.04,1990A&AS...83..357B,,8.619,0.02,8.068,0.026,7.807,0.02,,0.249,0.014,,s,GJ 12
403,190,125.69770833333331,-57.44805555555555,LHS 2005,A,08224744-5726530,AB,,0.648,129,2008,lkydet,2010A&A...520A..54B,5.32,i',2010A&A...520A..54B,-372.23,481.32,2018A&A...616A...2L,77.4877,0.0716,,0.34,46.9,78.4,3.2,2018AJ....155..176F,11.8713,3.0514,13.39,12.04,10.33,This Work,,8.626,0.024,8.085,0.031,7.802,0.023,,0.264,0.014,v,s,LHS 2005
319,442,300.9625,5.995666666666666,GJ 1248,,20035098+0559440,,,,,,,,,,,-495.67,-799.59,2018A&A...616A...2L,75.3873,0.0597,,0.17,17.3,79.5,4.0,1995gcts.book.....V,11.1184,2.3095,12.11,11.07,9.85,1996AJ....112.2300W,,8.632,0.023,8.076,0.038,7.868,0.021,,0.267,0.014,,s,GJ 1248
460,317,209.30441666666664,-29.373861111111108,LTT 5437,,13571306-2922252,,,,,,,,,,,-23.8,-453.38,2018A&A...616A...2L,75.4118,0.0705,,0.2,15.5,88.0,2.9,2018AJ....155..176F,11.3797,2.5876,12.53,11.41,10.0,2002AJ....123.2822R,,8.633,0.032,8.027,0.053,7.789,0.021,,0.279,0.014,,s,LTT 5437
147,316,208.41174999999998,77.61897222222221,LP 21-224,,13533877+7737083,,,,,,,,,,,224.13,-15.14,2018A&A...616A...2L,75.4702,0.0477,,0.18,14.3,83.4,3.0,2014ApJ...784..156D,11.549,2.8071,,,,,11.7,8.635,0.019,8.056,0.017,7.795,0.021,,0.278,0.014,,s,LP 21-224
312,394,271.886875,-15.963083333333332,GJ 1224,,18073292-1557464,,,,,,,,,,,-618.43,-347.1,2018A&A...616A...2L,125.5872,0.0705,,0.17,7.97,123.99,0.85,1995gcts.book.....V 2016AJ....152...24W,11.878,3.222,13.61,12.21,10.43,1996AJ....112.2300W,,8.639,0.024,8.085,0.044,7.827,0.027,,0.148,0.014,,s,GJ 1224
180,400,275.61295833333327,62.05049999999999,GJ 1227,,18222719+6203025,,,,,,,,,,,-929.2,-1233.09,1995gcts.book.....V,,,2p,,,119.76,2.08,2014ApJ...784..156D 1995gcts.book.....V,11.8207,3.1693,13.46,12.12,10.35,1990A&AS...83..357B,,8.64,0.032,8.047,0.024,7.743,0.023,,0.162,0.014,,s,GJ 1227
154,453,310.14112499999993,15.499694444444442,GJ 1256,,20403364+1529572,,,,,,,,,,,1321.0,662.23,2018A&A...616A...2L,104.8892,0.0851,,0.22,24.5,105.09,0.87,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,11.8446,3.1509,13.45,12.1,10.38,1996AJ....112.2300W,,8.641,0.027,8.075,0.016,7.749,0.031,,0.189,0.014,,s,GJ 1256
256,142,96.17204166666666,23.43305555555555,GJ 232,,06244132+2325585,,,,,,,,,,,550.9,-508.42,2018A&A...616A...2L,117.741,0.0618,,0.21,15.7,118.22,1.92,2014ApJ...784..156D 1995gcts.book.....V,11.6739,2.959,13.06,11.82,10.18,1996AJ....112.2300W,,8.662,0.02,8.156,0.061,7.911,0.016,,0.152,0.014,,s,GJ 232
334,399,275.5278333333333,6.343805555555555,GJ 712,,18220671+0620376,,,,,,,,,,,-1190.5,111.15,2018A&A...616A...2L,67.5942,0.0599,,0.2,13.5,68.9,2.2,1995gcts.book.....V,11.3837,2.5924,12.6,11.48,10.02,1990A&AS...83..357B,,8.671,0.021,8.132,0.047,7.935,0.027,,0.294,0.015,,s,GJ 712
414,174,115.04916666666665,-42.96119444444444,SCR 0740-4257,,07401183-4257406,,,,,,,,,,,-483.44,504.54,2018A&A...616A...2L,125.0772,0.056,,0.27,33.8,127.71,0.76,2018AJ....155..265H,12.0446,3.3811,13.81,12.36,10.5,2011AJ....141...21W,,8.681,0.027,8.092,0.027,7.768,0.026,,0.153,0.014,,s,SCR J0740-4257
472,512,358.35504166666664,-70.94474999999998,L 85-31,,23532520-7056410,,,,,,,,,,,315.41,33.21,2018A&A...616A...2L,80.9932,0.049,,0.14,9.98,80.52,2.25,2019AJ....157..216W,11.632,2.8704,13.01,11.78,10.18,2015AJ....149....5W,,8.683,0.024,8.1,0.038,7.779,0.027,,0.257,0.015,,s,L 85-31
111,341,233.83554166666664,17.713027777777775,GJ 589,A,15352059+1742470,AB,,17.74,351,1999,visdet,2006AJ....131.1163S,2.6,V,1990A&AS...83..357B,-1211.17,-164.34,2018A&A...616A...2L,66.9637,0.0417,,0.13,8.12,70.3,2.1,1995gcts.book.....V,11.3506,2.4459,12.34,11.25,9.94,1990A&AS...83..357B,,8.694,0.026,8.149,0.017,7.94,0.018,,0.296,0.014,,s,GJ 589 A
54,242,153.97474999999997,17.490888888888886,LSPM 1015+1729,,10155390+1729271,,,,,,,,,,,290.83,6.24,2018A&A...616A...2L,71.348,0.0841,,0.14,5.95,77.3,6.3,2018AJ....155..176F,11.6049,2.7452,,,,,11.7,8.696,0.02,8.147,0.046,7.861,0.023,,0.287,0.015,,s,LSPM J1015+1729
302,272,178.53283333333331,9.80636111111111,GJ 452.1,,11540788+0948227,,,,,,,,,,,85.04,-801.58,2018A&A...616A...2L,86.7442,0.0807,,0.14,7.68,86.7,0.89,2010A&A...514A..84S 1995gcts.book.....V 2016AJ....152...24W,11.5257,2.7193,12.81,11.61,10.11,1990A&AS...83..357B,,8.699,0.03,8.193,0.047,7.872,0.018,,0.223,0.014,,s,GJ 452.1
451,321,210.96479166666663,-42.69805555555555,LHS 5264,A,14035157-4241528,AB,,1.0,,,,Winters; in prep,,,,-379.48,-290.22,2018A&A...616A...2L,100.6149,0.1189,,0.25,21.3,110.3,2.8,2018AJ....155..176F,11.7075,2.9205,,,,,11.9,8.721,0.021,8.168,0.036,7.89,0.026,J,0.167,0.014,v,s,LHS 5264
127,309,200.73641666666663,24.467611111111108,LHS 350,,13225673+2428034,,,,,,,,,,,-615.95,-865.12,2018A&A...616A...2L,72.7352,0.0611,,0.2,21.8,73.1,2.7,1995gcts.book.....V,11.6266,2.8016,12.96,11.77,10.19,1996AJ....112.2300W,,8.728,0.021,8.162,0.051,7.957,0.033,,0.265,0.015,,s,LHS 350
476,464,315.8080833333333,-56.96341666666666,GJ 2151,,21031390-5657479,,,,,,,,,,,-356.99,354.64,2018A&A...616A...2L,80.0642,0.0585,,0.2,20.2,75.03,5.6,1995gcts.book.....V 2007A&A...474..653V,11.5501,2.6872,12.8,11.63,10.17,2010MNRAS.403.1949K,,8.73,0.024,8.175,0.029,7.902,0.024,,0.242,0.014,,s,GJ 2151
465,326,215.03066666666663,-9.620388888888888,GJ 545,,14200739-0937127,,,,,,,,,,,-608.97,-838.74,2018A&A...616A...2L,72.435,0.0724,,0.16,8.55,71.4,1.3,2005AJ....129.1954J 2010A&A...514A..84S 1995gcts.book.....V,11.5984,2.7312,12.96,11.75,10.24,1990A&AS...83..357B,,8.74,0.035,8.191,0.049,7.976,0.031,,0.263,0.015,,s,GJ 545
183,398,274.7384583333333,66.1926111111111,LHS 3376,,18185725+6611332,,,,,,,,,,,434.87,-442.59,2018A&A...616A...2L,130.7722,0.0443,,0.21,18.0,138.63,2.33,2014ApJ...784..156D 1995gcts.book.....V,11.9203,3.1339,13.49,12.15,10.45,1996AJ....112.2300W,,8.74,0.021,8.264,0.049,7.948,0.018,,0.135,0.014,,s,LHS 3376
68,259,166.37879166666664,43.521694444444435,GJ 412,B,11053133+4331170,AB,,31.4,126,2000,visdet,2003ApJ...582.1011S,5.67,V,1990A&AS...83..357B,-4339.89,960.78,2018A&A...616A...2L,204.0592,0.1687,,0.23,18.0,205.67,0.93,1995gcts.book.....V 2007A&A...474..653V,12.2747,3.8689,14.44,12.77,10.68,1990A&AS...83..357B,,8.742,0.026,8.177,0.024,7.839,0.026,,0.103,0.014,,s,GJ 412 B
105,182,118.97479166666665,83.38469444444443,GJ 1101,,07555396+8323049,,,,,,,,,,,-291.56,-599.34,2018A&A...616A...2L,76.3524,0.0354,,0.17,16.2,80.3,3.0,1995gcts.book.....V,11.7485,2.897,13.13,11.9,10.29,1996AJ....112.2300W,,8.744,0.026,8.144,0.018,7.912,0.023,,0.256,0.014,,s,GJ 1101
360,92,62.61724999999999,-53.60227777777777,GJ 1068,,04102815-5336078,,,,,,,,,,,-825.17,-2415.6,2018A&A...616A...2L,140.5559,0.0354,,0.18,15.6,143.42,1.92,2005AJ....129.1954J,11.9139,3.2072,13.6,12.18,10.42,2015AJ....149....5W,,8.747,0.03,8.213,0.034,7.9,0.021,,0.129,0.014,,s,GJ 1068
407,267,176.63624999999996,-40.49658333333333,GJ 442,B,11463269-4029476,AB,,22.94,54,2000,visdet,2006AJ....131.1163S,4.47,Ks,2006AJ....131.1163S,-1534.7,381.24,2018A&A...616A...2L,107.3106,0.0675,,0.2,21.76,108.44,0.22,1995gcts.book.....V 2007A&A...474..653V,11.7275,2.9111,,,,,11.9,8.755,0.023,8.23,0.049,7.961,0.026,,0.164,0.014,,s,GJ 442 B
200,13,7.8975833333333325,-5.870222222222221,GJ 1013,,00313539-0552115,,,,,,,,,,,351.2,-1055.17,2018A&A...616A...2L,70.9713,0.053,,0.12,5.62,62.3,4.2,1995gcts.book.....V,11.5577,2.6553,12.73,11.59,10.14,1996AJ....112.2300W,,8.762,0.027,8.217,0.029,7.945,0.021,,0.275,0.014,,s,GJ 1013
124,367,255.8494583333333,51.4063611111111,LHS 3262,,17032384+5124219,,,,,,,,,,,124.57,610.12,2018A&A...616A...2L,100.8741,0.042,,0.18,16.1,107.01,2.01,2014ApJ...784..156D 1995gcts.book.....V,11.9925,3.1717,13.54,12.21,10.48,1996AJ....112.2300W,,8.768,0.027,8.193,0.018,7.921,0.021,,0.18,0.014,,s,LHS 3262
22,94,63.24499999999999,52.61163888888888,GJ 164,A,04125880+5236421,AB,,0.07,orb,2004,astorb,2004ApJ...617.1323P,1.72,Ks,2009ApJ...695.1183M,-349.09,-822.95,2018A&A...616A...2L,75.607,0.2033,,0.58,127.0,71.92,1.12,2014ApJ...784..156D 2009ApJ...695.1183M 1995gcts.book.....V,11.9489,3.0818,13.5,12.19,10.47,1996AJ....112.2300W,,8.773,0.032,8.248,0.03,7.915,0.016,J,0.247,0.019,n,s,GJ 164
75,158,105.84654166666665,34.69758333333333,LP 255-11,,07032317+3441509,,,,,,,,,,,-57.25,140.45,2018A&A...616A...2L,75.398,0.0706,,0.15,7.74,73.2,1.8,2014ApJ...784..156D,11.7702,2.8739,13.17,11.93,10.34,1987AJ.....93..451W,,8.773,0.02,8.178,0.017,7.914,0.016,,0.26,0.014,,s,LP 255-11
0,75,48.345499999999994,4.774805555555555,GJ 1057,,03132299+0446293,,,,,,,,,,,1741.85,86.01,2018A&A...616A...2L,116.1536,0.0882,,0.31,38.0,115.76,0.78,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,12.1232,3.3574,13.86,12.44,10.59,1996AJ....112.2300W,,8.775,0.02,8.208,0.038,7.833,0.024,,0.16,0.014,,s,GJ 1057
373,54,34.14629166666666,-30.96869444444444,LHS 1376,B,02163510-3058073,AB,,105.53,312,2000,visdet,2006AJ....131.1163S,1.07,V,2002AJ....123.2822R,683.71,246.39,2018A&A...616A...2L,74.4162,0.0799,,0.22,22.3,73.63,0.59,2007A&A...474..653V,11.749,2.9143,13.1,11.88,10.26,2002AJ....123.2822R,,8.777,0.03,8.191,0.042,7.887,0.023,,0.268,0.014,,s,LHS 1376
101,195,127.87533333333332,73.0627222222222,LHS 2025,,08313011+7303459,,,,,,,,,,,611.24,273.01,2018A&A...616A...2L,68.2218,0.047,,0.18,18.1,68.48,3.42,2014ApJ...784..156D,11.6686,2.7885,12.92,11.74,10.22,1996AJ....112.2300W,,8.78,0.026,8.243,0.031,8.004,0.024,,0.279,0.015,,s,LHS 2025
281,305,199.50754166666664,2.2336666666666662,LTT 13861,A,13180180+0214011,AB,,0.53,226,2015,lkydet,2017A&A...597A..47C,0.53,I,2017A&A...597A..47C,-274.23,-96.56,2018A&A...616A...2L,74.4454,0.6357,,1.41,333.0,47.4,2.5,2014ApJ...784..156D,12.0687,2.7408,,,,,12.4,8.787,0.026,8.211,0.031,7.924,0.026,J,0.188,0.014,v,s,LTT 13861
339,427,290.41124999999994,20.86755555555555,GJ 1235,,19213867+2052028,,,,,,,,,,,-948.34,-1455.73,2018A&A...616A...2L,94.1985,0.2407,,0.2,16.0,97.81,1.86,2014ApJ...784..156D 1995gcts.book.....V,11.9501,3.0843,13.37,12.09,10.44,1996AJ....112.2300W,,8.796,0.02,8.219,0.036,7.935,0.016,,0.194,0.014,,s,GJ 1235
228,196,128.60787499999998,-1.1443333333333332,GJ 2070,,08342587-0108391,,,,,,,,,,,231.55,-419.33,2018A&A...616A...2L,74.6362,0.0672,,0.21,25.3,73.4,9.6,1995gcts.book.....V,11.5077,2.5983,12.74,11.59,10.15,2019AJ....157..216W,,8.81,0.02,8.322,0.04,8.031,0.029,,0.246,0.015,,s,GJ 2070
347,379,266.51941666666664,24.651361111111108,LHS 3324,,17460465+2439049,,,,,,,,,,,-371.16,508.4,2018A&A...616A...2L,66.7587,0.0467,,0.2,24.8,69.93,2.19,2014ApJ...784..156D 1995gcts.book.....V,11.5457,2.5872,12.68,11.57,10.14,1996AJ....112.2300W,,8.814,0.024,8.305,0.033,8.059,0.026,,0.278,0.015,,s,LHS 3324
338,420,287.4619583333333,17.668444444444443,GJ 1232,,19095098+1740074,,,,,,,,,,,-641.44,-424.53,2018A&A...616A...2L,97.4518,0.1596,,0.18,9.64,95.71,1.86,2014ApJ...784..156D 1995gcts.book.....V,11.956,3.1246,13.5,12.18,10.47,1996AJ....112.2300W,,8.819,0.029,8.199,0.023,7.902,0.02,,0.189,0.014,,s,GJ 1232
503,456,312.56737499999997,-34.41183333333333,LSPM 2050-3424,,20501615-3424424,,,,,,,,,,,335.61,-296.94,2018A&A...616A...2L,104.0706,0.0869,,0.23,29.2,105.61,1.0,2018AJ....155..265H,12.0651,3.1929,13.74,12.31,10.55,2015AJ....149....5W,,8.821,0.027,8.272,0.046,7.997,0.02,,0.166,0.014,,s,PM J20502-3424
458,307,200.0160833333333,-35.41224999999999,LHS 2718,,13200391-3524437,,,,,,,,,,,-851.19,-465.42,2018A&A...616A...2L,73.3055,0.0743,,0.09,2.95,73.04,0.79,2010AJ....140..897R,11.6326,2.6676,12.84,11.7,10.24,2010AJ....140..897R,,8.831,0.029,8.247,0.046,7.981,0.033,,0.259,0.015,,s,LHS 2718
195,35,23.49170833333333,-17.639944444444442,LP 768-113,,01335800-1738235,,,,,,,,,,,43.15,-186.03,2018A&A...616A...2L,67.9564,0.0849,,0.22,19.2,,,,11.7418,2.7695,13.04,11.85,10.31,2015AJ....149....5W,,8.842,0.025,8.244,0.017,7.972,0.036,,0.286,0.015,,s,LP 768-113
34,11,7.224874999999999,50.37588888888888,G 172-1,A,00285391+5022330,AB,,1.0,,,,Winters; in prep,,,,447.85,132.92,2018A&A...616A...2L,74.2071,0.9587,,3.16,4560.0,57.2,2.2,2014ApJ...784..156D,11.8326,2.8578,,,,,12.0,8.847,0.02,8.289,0.023,7.991,0.016,J,0.185,0.014,v,s,G 172-1
157,487,337.454125,41.48013888888888,GJ 1270,,22294885+4128479,,,,,,,,,,,1192.96,449.13,2018A&A...616A...2L,71.2764,0.1177,,0.14,5.68,72.5,2.9,1995gcts.book.....V,11.8656,2.9096,13.24,12.01,10.4,1996AJ....112.2300W,,8.849,0.02,8.326,0.018,8.039,0.019,,0.259,0.014,,s,GJ 1270
321,413,282.0730833333333,7.6891944444444436,G 141-36,,18481752+0741210,,,,,,,,,,,376.33,249.3,2018A&A...616A...2L,131.199,0.0788,,0.22,14.9,139.5,2.9,2014ApJ...784..156D,12.3134,3.5211,,,,,12.7,8.853,0.024,8.261,0.027,7.913,0.021,,0.136,0.014,,s,G 141-36
87,176,116.80770833333332,50.34405555555555,LSPM 0747+5020,,07471385+5020386,,,,,,,,,,,-16.87,79.49,2018A&A...616A...2L,70.7032,0.0688,,0.19,13.2,71.2,4.4,2016AJ....151..160F,11.7962,2.804,,,,,11.9,8.855,0.023,8.299,0.026,8.04,0.021,,0.262,0.014,,s,PM J07472+5020
343,405,280.29087499999997,24.788749999999997,GJ 1230,B,18410981+2447195,AC-B,,5.117,006,2003,astdet,2012AJ....144...64D,2.56,V,2019AJ....157..216W,498.75,57.35,2018A&A...616A...2L,100.683,0.0708,,0.46,99.4,90.83,1.94,2014ApJ...784..156D 2014ApJ...784..156D 1995gcts.book.....V,12.9574,3.572,14.87,13.24,11.31,2019AJ....157..216W,,8.86,0.132,8.031,0.162,7.774,0.106,,0.195,0.018,,s,GJ 1230 B
82,138,93.50983333333332,51.66888888888888,G 192-22,,06140240+5140081,,,,,,,,,,,-373.62,-98.85,2018A&A...616A...2L,67.6281,0.0787,,0.11,4.05,67.21,1.87,2014ApJ...784..156D 1995gcts.book.....V,11.6883,2.6231,12.86,11.72,10.27,1988Ap&SS.142..223W,,8.86,0.02,8.36,0.023,8.122,0.038,,0.264,0.015,,s,G 192-22
486,468,322.69862499999994,-40.70819444444444,LHS 510,,21304763-4042290,,,,,,,,,,,1046.86,-1396.28,2018A&A...616A...2L,82.1928,0.0764,,0.15,10.8,83.6,2.52,2005AJ....129.1954J,11.7862,2.8344,13.12,11.92,10.35,2015AJ....149....5W,,8.87,0.021,8.419,0.042,8.134,0.016,,0.205,0.014,,s,LHS 510
475,443,301.00812499999995,-65.59952777777777,GJ 774,B,20040195-6535586,AB,,17.53,280,2000,visdet,2006AJ....131.1163S,1.48,V,1990A&AS...83..357B,127.03,-854.33,2018A&A...616A...2L,77.8623,0.067,,0.23,40.4,76.12,6.36,2000A&AS..144...45F 1995gcts.book.....V,11.6269,2.6539,12.83,11.71,10.24,1990A&AS...83..357B,,8.871,0.02,8.378,0.042,8.129,0.034,,0.22,0.015,,s,GJ 774 B
227,166,109.32120833333332,-5.017666666666666,SCR 0717-0501,,07171706-0501031,,,,,,,,,,,420.9,-390.48,2018A&A...616A...2L,89.6899,0.0792,,0.22,14.4,93.53,1.62,2016AJ....151..160F 2019AJ....157..216W,11.8742,2.9205,13.29,12.02,10.39,2011AJ....141...21W,,8.873,0.027,8.349,0.059,8.045,0.021,,0.193,0.014,,s,SCR J0717-0501
449,285,187.39391666666663,-55.99363888888888,GJ 1158,,12293453-5559371,,,,,,,,,,,-902.48,-811.06,2018A&A...616A...2L,76.4819,0.0577,,0.19,18.2,76.18,1.38,2011AJ....141..117J,11.8725,2.9077,13.26,12.02,10.41,2011AJ....141..117J,,8.89,0.034,8.354,0.044,8.065,0.021,,0.233,0.014,,s,GJ 1158
122,344,235.0159583333333,43.493138888888886,GJ 1194,B,15400374+4329355,AB,,4.75,151,1999,visdet,2006AJ....131.1163S,0.6,Ks,2011ApJ...729..139W,1166.42,-315.12,2018A&A...616A...2L,79.9179,0.0744,,0.21,17.8,77.42,3.8,2014ApJ...784..156D 1995gcts.book.....V,12.6347,2.9472,,,,,13.1,8.893,0.03,,,8.202,0.049,,0.204,0.015,,s,GJ 1194 B
397,146,97.69420833333332,-76.71913888888888,SCR 0630-7643,A,06304661-7643094,AB,,1.0,034,2005,visdet,2011AJ....141...21W,0.2,V,2006AJ....132.2360H,-37.0,523.99,2018A&A...616A...2L,112.5939,0.082,w,1.25,511.0,114.16,1.85,2006AJ....132.2360H,13.2069,3.9007,14.82,13.08,11.0,2011AJ....141...21W,,8.894,0.024,8.275,0.047,7.923,0.027,J,0.119,0.014,v,s,SCR J0630-7643
171,434,297.1700833333333,35.92147222222222,G 125-34,,19484080+3555178,,,,,,,,,,,54.03,-288.05,2018A&A...616A...2L,74.4282,0.0391,,0.14,10.0,69.3,2.6,2014ApJ...784..156D,11.8095,2.7487,,,,,11.9,8.909,0.027,8.332,0.021,8.097,0.02,,0.237,0.014,,s,G 125-34
4,86,58.17399999999999,17.017833333333332,LHS 1610,A,03524169+1701056,AB,,0.006,orb,2017,radorb,2018AJ....155..125W,,,,433.2,-645.62,2018A&A...616A...2L,103.3802,0.1287,,0.47,125.0,101.15,1.88,2014ApJ...784..156D 2006AJ....132.2360H 1995gcts.book.....V,12.1893,3.2074,13.79,12.42,10.67,1996AJ....112.2300W,,8.933,0.027,8.375,0.026,8.053,0.023,,0.163,0.014,,s,LHS 1610
131,325,213.98487499999996,36.27705555555555,G 165-58,,14155637+3616368,,,,,,,,,,,13.73,303.15,2018A&A...616A...2L,73.5536,0.045,,0.19,24.2,80.1,4.4,2016AJ....151..160F,11.6987,2.6072,,,,,11.8,8.94,0.018,8.366,0.021,8.098,0.017,,0.241,0.014,,s,G 165-58
277,327,215.31299999999996,-1.1221388888888888,LHS 2899,,14211512-0107199,,,,,,,,,,,168.71,-626.17,2018A&A...616A...2L,74.5644,0.0808,,0.11,3.84,74.66,2.15,2010AJ....140..897R,11.8366,2.7683,13.12,11.92,10.39,2010AJ....140..897R,,8.948,0.03,8.391,0.031,8.093,0.026,,0.237,0.014,,s,LHS 2899
387,68,44.54266666666666,-12.88497222222222,LHS 1481,,02581021-1253066,,,,,,,,,,,274.05,539.37,2018A&A...616A...2L,86.8162,0.1176,,0.13,6.65,95.5,0.9,1995gcts.book.....V,11.5909,2.4773,12.69,11.58,10.23,2015AJ....149....5W,,8.952,0.024,8.45,0.042,8.199,0.026,,0.184,0.014,,s,LHS 1481
504,479,333.42862499999995,-17.68575,GJ 1265,,22134277-1741081,,,,,,,,,,,856.89,-306.3,2018A&A...616A...2L,97.5087,0.0711,,0.16,9.38,96.98,0.5,1995gcts.book.....V 2016AJ....152...24W,12.0807,3.1074,13.57,12.27,10.57,1996AJ....112.2300W,,8.955,0.029,8.422,0.046,8.115,0.018,,0.168,0.014,,s,GJ 1265
444,345,235.1813333333333,-51.02663888888888,WIS 1540-5101,,15404341-5101357,,,,,,,,,,,1949.17,-324.64,2018A&A...616A...2L,188.0498,0.0939,,0.36,50.7,187.93,1.15,2018AJ....155..265H,12.7557,4.2404,15.34,13.4,11.19,2018AJ....155..265H,,8.961,0.025,8.299,0.038,7.943,0.04,,0.105,0.014,,s,WISEA J154045.67-510139.3
106,140,94.27204166666665,83.89313888888887,LSPM 0617+8353,,06170531+8353354,,,,,,,,,,,-55.78,-184.76,2005AJ....129.1483L,,,2p,,,72.0,4.5,2014ApJ...784..156D,11.9619,2.7487,,,,,12.1,8.961,0.021,8.365,0.02,8.11,0.015,,0.245,0.024,,s,LSPM J0617+8353
390,245,159.69924999999998,-86.54558333333333,LEHPM 2-2758,,10384782-8632441,,,,,,,,,,,-198.16,-170.57,2018A&A...616A...2L,70.3582,0.0481,,0.19,17.3,74.8,2.55,2019AJ....157..216W,11.9091,2.8209,13.24,12.02,10.46,2015AJ....149....5W,,8.972,0.03,8.399,0.047,8.112,0.027,,0.252,0.015,,s,LEHPM 2-2758
381,67,43.66466666666666,-22.266249999999996,LP 831-1,,02543950-2215584,,,,,,,,,,,383.67,-73.7,2018A&A...616A...2L,69.9548,0.0562,,0.18,16.3,77.5,3.8,2018AJ....155..176F,11.7545,2.6397,,,,,11.8,8.975,0.023,8.441,0.047,8.167,0.031,,0.246,0.015,,s,LP 831-1
262,123,85.10716666666666,24.802305555555552,GJ 1083,A,05402570+2448090,AB,,0.472,337,2012,lkydet,2014ApJ...789..102J,0.98,i',2014ApJ...789..102J,65.81,-373.24,1995gcts.book.....V,,,2p,,,96.88,1.86,2014ApJ...784..156D 1995gcts.book.....V,12.8143,3.9167,14.87,13.18,11.08,1984ApJS...55..289W,,8.978,0.02,8.384,0.023,8.039,0.016,J,0.144,0.014,v,s,GJ 1083
477,496,344.10274999999996,-60.063666666666656,GJ 1277,,22562466-6003490,,,,,,,,,,,-521.0,-939.13,2018A&A...616A...2L,96.2224,0.0616,,0.24,36.7,97.48,1.17,2011AJ....141..117J,12.3185,3.2795,14.0,12.59,10.79,2011AJ....141..117J,,8.984,0.026,8.36,0.031,8.108,0.023,,0.172,0.014,,s,GJ 1277
